Time,r_shoulder,r_shoulder_x,r_upper_arm,r_forearm,r_wrist,r_wrist2hand,
270.2919,0.04500346,-0.3269993,0.4660229,-2.134804,-0.3616912,-0.5937027
270.3072,0.04500346,-0.3269993,0.4659443,-2.135098,-0.3617561,-0.5941287
270.3217,0.04500346,-0.3269993,0.4658664,-2.135389,-0.3618204,-0.5945462
270.3374,0.04500346,-0.3269993,0.4658664,-2.135389,-0.3618204,-0.5945462
270.3515,0.04500346,-0.3269993,0.465789,-2.135677,-0.3618843,-0.5949556
270.3659,0.04500346,-0.3269993,0.4657122,-2.135963,-0.3619477,-0.5953569
270.3805,0.04500346,-0.3269993,0.4656361,-2.136247,-0.3620106,-0.5957503
270.3954,0.04500346,-0.3269993,0.4656361,-2.136247,-0.3620106,-0.5957503
270.4095,0.04500346,-0.3269993,0.4655605,-2.136528,-0.362073,-0.5961361
270.4252,0.04500346,-0.3269993,0.4654855,-2.136806,-0.3621349,-0.5965143
270.4398,0.04500346,-0.3269993,0.4654855,-2.136806,-0.3621349,-0.5965143
270.4539,0.04500346,-0.3269993,0.4654112,-2.137083,-0.3621964,-0.5968851
270.4694,0.04500346,-0.3269993,0.4653374,-2.137357,-0.3622573,-0.5972486
270.4843,0.04500346,-0.3269993,0.4652643,-2.137628,-0.3623177,-0.597605
270.499,0.04500346,-0.3269993,0.4652643,-2.137628,-0.3623177,-0.597605
270.5132,0.04500346,-0.3269993,0.4651917,-2.137897,-0.3623776,-0.5979544
270.5287,0.04500346,-0.3269993,0.4651198,-2.138164,-0.3624371,-0.5982969
270.5432,0.04500346,-0.3269993,0.4650485,-2.138428,-0.362496,-0.5986328
270.5582,0.04500346,-0.3269993,0.4650485,-2.138428,-0.362496,-0.5986328
270.5742,0.04500346,-0.3269993,0.4649778,-2.13869,-0.3625545,-0.598962
270.5876,0.04500346,-0.3269993,0.4649077,-2.138949,-0.3626124,-0.5992848
270.602,0.04500346,-0.3269993,0.4648382,-2.139206,-0.3626698,-0.5996012
270.617,0.04500346,-0.3269993,0.4648382,-2.139206,-0.3626698,-0.5996012
270.631,0.04500346,-0.3269993,0.4647694,-2.139461,-0.3627267,-0.5999115
270.6464,0.04500346,-0.3269993,0.4647012,-2.139713,-0.3627832,-0.6002156
270.6611,0.04500346,-0.3269993,0.4646336,-2.139963,-0.3628391,-0.6005138
270.6758,0.04500346,-0.3269993,0.4646336,-2.139963,-0.3628391,-0.6005138
270.6899,0.04500346,-0.3269993,0.4645666,-2.14021,-0.3628946,-0.6008062
270.7054,0.04500346,-0.3269993,0.4645002,-2.140455,-0.3629495,-0.6010928
270.7204,0.04500346,-0.3269993,0.4644344,-2.140698,-0.3630039,-0.6013738
270.7347,0.04500346,-0.3269993,0.4644344,-2.140698,-0.3630039,-0.6013738
270.7488,0.04500346,-0.3269993,0.4643692,-2.140939,-0.3630579,-0.6016493
270.7659,0.04500346,-0.3269993,0.4643047,-2.141177,-0.3631113,-0.6019194
270.7791,0.04500346,-0.3269993,0.4643047,-2.141177,-0.3631113,-0.6019194
270.7932,0.04500346,-0.3269993,0.4642408,-2.141413,-0.3631643,-0.6021841
270.8086,0.04500346,-0.3269993,0.4641774,-2.141647,-0.3632167,-0.6024437
270.8252,0.04500346,-0.3269993,0.4641147,-2.141878,-0.3632687,-0.6026982
270.8387,0.04500346,-0.3269993,0.4641147,-2.141878,-0.3632687,-0.6026982
270.8528,0.04500346,-0.3269993,0.4640526,-2.142107,-0.3633201,-0.6029477
270.8673,0.04500346,-0.3269993,0.4639911,-2.142334,-0.3633711,-0.6031923
270.8817,0.04500346,-0.3269993,0.4639302,-2.142558,-0.3634216,-0.6034322
270.8965,0.04500346,-0.3269993,0.4639302,-2.142558,-0.3634216,-0.6034322
270.9106,0.04500346,-0.3269993,0.4638699,-2.14278,-0.3634716,-0.6036673
270.926,0.04500346,-0.3269993,0.4638102,-2.143,-0.3635211,-0.6038978
270.9407,0.04500346,-0.3269993,0.4637511,-2.143218,-0.3635701,-0.6041238
270.9553,0.04500346,-0.3269993,0.4637511,-2.143218,-0.3635701,-0.6041238
270.9695,0.04500346,-0.3269993,0.4636926,-2.143433,-0.3636187,-0.6043454
270.985,0.04500346,-0.3269993,0.4636347,-2.143647,-0.3636667,-0.6045626
270.9997,0.04500346,-0.3269993,0.4636347,-2.143647,-0.3636667,-0.6045626
271.0139,0.04500346,-0.3269993,0.4635774,-2.143858,-0.3637143,-0.6047755
271.0292,0.04500346,-0.3269993,0.4635207,-2.144067,-0.3637615,-0.6049843
271.0442,0.04500346,-0.3269993,0.4634645,-2.144274,-0.3638081,-0.605189
271.0587,0.04500346,-0.3269993,0.4634645,-2.144274,-0.3638081,-0.605189
271.073,0.04500346,-0.3269993,0.4634089,-2.144478,-0.3638543,-0.6053897
271.0891,0.04500346,-0.3269993,0.463354,-2.144681,-0.3638999,-0.6055865
271.1036,0.04500346,-0.3269993,0.4632995,-2.144881,-0.3639452,-0.6057793
271.1174,0.04500346,-0.3269993,0.4632995,-2.144881,-0.3639452,-0.6057793
271.1314,0.04500346,-0.3269993,0.4632457,-2.14508,-0.3639899,-0.6059684
271.1468,0.04500346,-0.3269993,0.4631924,-2.145276,-0.3640343,-0.6061538
271.1614,0.04500346,-0.3269993,0.4631397,-2.14547,-0.3640781,-0.6063355
271.1764,0.04500346,-0.3269993,0.4631397,-2.14547,-0.3640781,-0.6063355
271.1906,0.04500346,-0.3269993,0.4630876,-2.145662,-0.3641215,-0.6065137
271.2057,0.04500346,-0.3269993,0.463036,-2.145852,-0.3641644,-0.6066884
271.2203,0.04500346,-0.3269993,0.462985,-2.14604,-0.3642069,-0.6068597
271.2351,0.04500346,-0.3269993,0.462985,-2.14604,-0.3642069,-0.6068597
271.2493,0.04500346,-0.3269993,0.4629346,-2.146226,-0.364249,-0.6070276
271.2646,0.04500346,-0.3269993,0.4628846,-2.14641,-0.3642905,-0.6071922
271.2793,0.04500346,-0.3269993,0.4628846,-2.14641,-0.3642905,-0.6071922
271.2943,0.04500347,-0.3269993,0.4636526,-2.144663,-0.3638212,-0.6106796
271.3091,0.04500348,-0.3269993,0.4640809,-2.143596,-0.3635267,-0.6140984
