Time,r_shoulder,r_shoulder_x,r_upper_arm,r_forearm,r_wrist,r_wrist2hand,
641.1022,-0.014109,-5.356147E-09,NaN,-0.9013481,-1.335092E-07,NaN,-1.559367,-3.989305E-07,NaN,-2.094838,1.877491E-05,0.3737231,8.108623E-08,NaN,NaN,-0.09253418,6.053533E-11,-1.774796E-08,-1.115032E-07,5.482995E-09,-2.622604E-08
641.1167,-0.014109,-5.356147E-09,NaN,-0.9013481,-1.335092E-07,NaN,-1.559367,-3.989305E-07,NaN,-2.094838,1.877491E-05,0.3737231,8.108623E-08,NaN,NaN,-0.09253418,6.053533E-11,-1.774796E-08,-1.115032E-07,5.482995E-09,-2.622604E-08
641.1322,-0.01410783,-5.355368E-09,NaN,-0.9014688,-1.335089E-07,NaN,-1.558887,-3.990959E-07,NaN,-2.095598,1.877539E-05,0.3751212,8.125313E-08,NaN,NaN,-0.09240134,6.053533E-11,-2.333589E-08,-1.115024E-07,3.098809E-09,-2.861022E-08
641.1468,-0.01410656,-5.354589E-09,NaN,-0.9016314,-1.335086E-07,NaN,-1.558498,-3.992551E-07,NaN,-2.096642,1.877587E-05,0.3767362,8.141384E-08,NaN,NaN,-0.09227152,6.053533E-11,-1.663037E-08,-1.115016E-07,3.098809E-09,-2.622604E-08
641.1603,-0.01410521,-5.35381E-09,NaN,-0.901819,-1.335084E-07,NaN,-1.558227,-3.994111E-07,NaN,-2.097813,1.877635E-05,0.3783154,8.157132E-08,NaN,NaN,-0.09214416,6.053533E-11,-1.134046E-08,-1.115007E-07,1.501974E-08,-2.861022E-08
641.1749,-0.01410521,-5.35381E-09,NaN,-0.901819,-1.335084E-07,NaN,-1.558227,-3.994111E-07,NaN,-2.097813,1.877635E-05,0.3783154,8.157132E-08,NaN,NaN,-0.09214416,6.053533E-11,-1.134046E-08,-1.115007E-07,1.501974E-08,-2.861022E-08
641.1888,-0.01410374,-5.35303E-09,NaN,-0.9020213,-1.335081E-07,NaN,-1.558025,-3.995638E-07,NaN,-2.099037,1.877683E-05,0.3798396,8.172562E-08,NaN,NaN,-0.09201921,6.053533E-11,-7.615167E-09,-1.114999E-07,1.501974E-08,-2.622604E-08
641.204,-0.01410235,-5.352251E-09,NaN,-0.9021624,-1.335078E-07,NaN,-1.558372,-3.997107E-07,NaN,-2.099684,1.877731E-05,0.3799584,8.187398E-08,NaN,NaN,-0.09202588,6.053533E-11,-6.116214E-10,-1.114991E-07,1.025137E-08,-2.861022E-08
641.2188,-0.01410235,-5.352251E-09,NaN,-0.9021624,-1.335078E-07,NaN,-1.558372,-3.997107E-07,NaN,-2.099684,1.877731E-05,0.3799584,8.187398E-08,NaN,NaN,-0.09202588,6.053533E-11,-6.116214E-10,-1.114991E-07,1.025137E-08,-2.861022E-08
641.2326,-0.01410108,-5.351472E-09,NaN,-0.9022651,-1.335075E-07,NaN,-1.558649,-3.998546E-07,NaN,-2.100044,1.877779E-05,0.3798192,8.201935E-08,NaN,NaN,-0.09203198,6.053533E-11,-5.827028E-09,-1.114983E-07,5.482994E-09,-2.622604E-08
641.2479,-0.0140999,-5.350692E-09,NaN,-0.9023436,-1.335072E-07,NaN,-1.558817,-3.999955E-07,NaN,-2.100264,1.877827E-05,0.3796825,8.216178E-08,NaN,NaN,-0.09203803,6.053533E-11,-1.014836E-08,-1.114975E-07,5.482994E-09,-2.861022E-08
641.2623,-0.01409879,-5.349913E-09,NaN,-0.9024069,-1.335069E-07,NaN,-1.558922,-4.001336E-07,NaN,-2.100416,1.877875E-05,0.3795711,8.230134E-08,NaN,NaN,-0.09204405,6.053533E-11,-1.297958E-08,-1.114966E-07,7.146221E-10,-2.622604E-08
641.2772,-0.01409879,-5.349913E-09,NaN,-0.9024069,-1.335069E-07,NaN,-1.558922,-4.001336E-07,NaN,-2.100416,1.877875E-05,0.3795711,8.230134E-08,NaN,NaN,-0.09204405,6.053533E-11,-1.297958E-08,-1.114966E-07,7.146221E-10,-2.622604E-08
641.2926,-0.01409785,-5.349134E-09,NaN,-0.9023932,-1.335066E-07,NaN,-1.559514,-4.00266E-07,NaN,-2.099941,1.877923E-05,0.378117,8.243525E-08,NaN,NaN,-0.09217924,6.053533E-11,-1.014836E-08,-1.114958E-07,7.867179E-09,-2.861022E-08
641.3065,-0.01409702,-5.348354E-09,NaN,-0.9023319,-1.335064E-07,NaN,-1.560001,-4.003957E-07,NaN,-2.099162,1.877971E-05,0.3764491,8.256645E-08,NaN,NaN,-0.09231138,6.053533E-11,-1.841851E-08,-1.11495E-07,1.263555E-08,-2.622604E-08
641.321,-0.01409627,-5.347575E-09,NaN,-0.9022415,-1.335061E-07,NaN,-1.56036,-4.005255E-07,NaN,-2.098243,1.878019E-05,0.3748199,8.269782E-08,NaN,NaN,-0.09244104,6.053533E-11,-2.557107E-08,-1.114942E-07,1.263555E-08,-2.861022E-08
641.3356,-0.01409627,-5.347575E-09,NaN,-0.9022415,-1.335061E-07,NaN,-1.56036,-4.005255E-07,NaN,-2.098243,1.878019E-05,0.3748199,8.269782E-08,NaN,NaN,-0.09244104,6.053533E-11,-2.557107E-08,-1.114942E-07,1.263555E-08,-2.861022E-08
