Time, Position (X), Position (Y), Position (Z), Orientation (X), Orientation (Y), Orientation (Z)
1.794247,0,-15.76878,1,0,1,0
1.79846,0,-15.76878,1,0,1,0
1.803037,0,-16.12587,1,0,1,0
1.807616,0,-16.12587,1,0,1,0
1.811364,0,-16.12587,1,0,1,0
1.815498,0,-16.12587,1,0,1,0
1.82089,0,-16.48688,1,0,1,0
1.825829,0,-16.48688,1,0,1,0
1.830475,0,-16.48688,1,0,1,0
1.83479,0,-16.48688,1,0,1,0
1.838098,0,-16.48688,1,0,1,0
1.841586,0,-16.85181,1,0,1,0
1.848624,0,-16.85181,1,0,1,0
1.852368,0,-16.85181,1,0,1,0
1.856525,0,-16.85181,1,0,1,0
1.859863,0,-16.85181,1,0,1,0
1.864773,0,-17.22066,1,0,1,0
1.869666,0,-17.22066,1,0,1,0
1.874114,0,-17.22066,1,0,1,0
1.87777,0,-17.22066,1,0,1,0
1.881749,0,-17.59344,1,0,1,0
1.886542,0,-17.59344,1,0,1,0
1.890529,0,-17.59344,1,0,1,0
1.894373,0,-17.59344,1,0,1,0
1.898621,0,-17.59344,1,0,1,0
1.902195,0,-17.97015,1,0,1,0
1.906819,0,-17.97015,1,0,1,0
1.912054,0,-17.97015,1,0,1,0
1.915537,0,-17.97015,1,0,1,0
1.919308,0,-17.97015,1,0,1,0
1.92444,0,-18.35078,1,0,1,0
1.936628,0,-18.35078,1,0,1,0
1.952692,0,-18.73533,1,0,1,0
1.959007,0,-18.73533,1,0,1,0
1.963935,0,-19.1238,1,0,1,0
1.969591,0,-19.1238,1,0,1,0
1.974434,0,-19.1238,1,0,1,0
1.980584,0,-19.5162,1,0,1,0
1.987799,0,-19.5162,1,0,1,0
1.997223,0,-19.5162,1,0,1,0
2.003228,0,-19.91253,1,0,1,0
2.009037,0,-19.91253,1,0,1,0
2.014469,0,-19.91253,1,0,1,0
2.019322,0,-19.91253,1,0,1,0
2.024789,0,-20.31278,1,0,1,0
2.030153,0,-20.31278,1,0,1,0
2.034869,0,-20.31278,1,0,1,0
2.039735,0,-20.31278,1,0,1,0
2.044445,0,-20.71695,1,0,1,0
2.049595,0,-20.71695,1,0,1,0
2.053517,0,-20.71695,1,0,1,0
2.05716,0,-20.71695,1,0,1,0
2.061259,0,-21.12505,1,0,1,0
2.067224,0,-21.12505,1,0,1,0
2.071737,0,-21.12505,1,0,1,0
2.075724,0,-21.12505,1,0,1,0
2.081009,0,-21.53707,1,0,1,0
2.086452,0,-21.53707,1,0,1,0
2.091722,0,-21.53707,1,0,1,0
2.096892,0,-21.53707,1,0,1,0
2.100928,0,-21.95301,1,0,1,0
2.107094,0,-21.95301,1,0,1,0
2.112937,0,-21.95301,1,0,1,0
2.117818,0,-21.95301,1,0,1,0
2.123382,0,-22.37288,1,0,1,0
2.13086,0,-22.37288,1,0,1,0
2.136888,0,-22.37288,1,0,1,0
2.142422,0,-22.79667,1,0,1,0
2.149068,0,-22.79667,1,0,1,0
2.156721,0,-22.79667,1,0,1,0
2.161692,0,-23.22438,1,0,1,0
2.167698,0,-23.22438,1,0,1,0
2.172973,0,-23.22438,1,0,1,0
2.17751,0,-23.22438,1,0,1,0
2.182574,0,-23.65602,1,0,1,0
2.187272,0,-23.65602,1,0,1,0
2.191358,0,-23.65602,1,0,1,0
2.198113,0,-23.65602,1,0,1,0
2.201727,0,-24.09159,1,0,1,0
2.206242,0,-24.09159,1,0,1,0
2.210153,0,-24.09159,1,0,1,0
2.214216,0,-24.09159,1,0,1,0
2.218169,0,-24.09159,1,0,1,0
2.221899,0,-24.53108,1,0,1,0
2.226702,0,-24.53108,1,0,1,0
2.232068,0,-24.53108,1,0,1,0
2.235945,0,-24.53108,1,0,1,0
2.239722,0,-24.53108,1,0,1,0
2.244313,0,-24.97449,1,0,1,0
2.250248,0,-24.97449,1,0,1,0
2.254977,0,-24.97449,1,0,1,0
2.258396,0,-24.97449,1,0,1,0
2.263152,0,-25.42183,1,0,1,0
2.268323,0,-25.42183,1,0,1,0
2.272455,0,-25.42183,1,0,1,0
2.276143,0,-25.42183,1,0,1,0
2.280594,0,-25.87309,1,0,1,0
2.28565,0,-25.87309,1,0,1,0
2.289411,0,-25.87309,1,0,1,0
2.29323,0,-25.87309,1,0,1,0
2.298331,0,-25.87309,1,0,1,0
2.302432,0,-26.32827,1,0,1,0
2.306767,0,-26.32827,1,0,1,0
2.311262,0,-26.32827,1,0,1,0
2.315997,0,-26.32827,1,0,1,0
2.32019,0,-26.78738,1,0,1,0
2.325285,0,-26.78738,1,0,1,0
2.328943,0,-26.78738,1,0,1,0
2.332947,0,-26.78738,1,0,1,0
2.336446,0,-26.78738,1,0,1,0
2.341426,0,-27.25041,1,0,1,0
2.346396,0,-27.25041,1,0,1,0
2.350379,0,-27.25041,1,0,1,0
2.354643,0,-27.25041,1,0,1,0
2.361728,0,-27.71736,1,0,1,0
2.367401,0,-27.71736,1,0,1,0
2.371326,0,-27.71736,1,0,1,0
2.375891,0,-27.71736,1,0,1,0
2.379438,0,-27.71736,1,0,1,0
2.383336,0,-28.18824,1,0,1,0
2.3898,0,-28.18824,1,0,1,0
2.394809,0,-28.18824,1,0,1,0
2.40311,0,-28.66305,1,0,1,0
2.409058,0,-28.66305,1,0,1,0
2.412836,0,-28.66305,1,0,1,0
2.417176,0,-28.66305,1,0,1,0
2.420845,0,-29.14178,1,0,1,0
2.426232,0,-29.14178,1,0,1,0
2.43006,0,-29.14178,1,0,1,0
2.434699,0,-29.14178,1,0,1,0
2.438503,0,-29.14178,1,0,1,0
2.443075,0,-29.62443,1,0,1,0
2.448442,0,-29.62443,1,0,1,0
2.452958,0,-29.62443,1,0,1,0
2.456422,0,-29.62443,1,0,1,0
2.460041,0,-30.111,1,0,1,0
2.464764,0,-30.111,1,0,1,0
2.469021,0,-30.111,1,0,1,0
2.472782,0,-30.111,1,0,1,0
2.476946,0,-30.111,1,0,1,0
2.482085,0,-30.6015,1,0,1,0
2.490237,0,-30.6015,1,0,1,0
2.500338,0,-31.09593,1,0,1,0
2.505277,0,-31.09593,1,0,1,0
2.510181,0,-31.09593,1,0,1,0
2.515499,0,-31.09593,1,0,1,0
2.520528,0,-31.59427,1,0,1,0
2.526134,0,-31.59427,1,0,1,0
2.531086,0,-31.59427,1,0,1,0
2.535758,0,-31.59427,1,0,1,0
2.539927,0,-31.59427,1,0,1,0
2.543767,0,-32.09655,1,0,1,0
2.548672,0,-32.09655,1,0,1,0
2.552389,0,-32.09655,1,0,1,0
2.556885,0,-32.09655,1,0,1,0
2.560502,0,-32.60274,1,0,1,0
2.570581,0,-32.60274,1,0,1,0
2.574356,0,-32.60274,1,0,1,0
2.578,0,-32.60274,1,0,1,0
2.582227,0,-33.11286,1,0,1,0
2.587569,0,-33.11286,1,0,1,0
2.591379,0,-33.11286,1,0,1,0
2.595395,0,-33.11286,1,0,1,0
2.603078,0,-33.6269,1,0,1,0
2.609082,0,-33.6269,1,0,1,0
2.613685,0,-33.6269,1,0,1,0
2.618365,0,-33.6269,1,0,1,0
2.622583,0,-34.14487,1,0,1,0
2.628378,0,-34.14487,1,0,1,0
2.633816,0,-34.14487,1,0,1,0
2.638199,0,-34.14487,1,0,1,0
2.642735,0,-34.66676,1,0,1,0
2.649704,0,-34.66676,1,0,1,0
2.654207,0,-34.66676,1,0,1,0
2.658246,0,-34.66676,1,0,1,0
2.662997,0,-35.19258,1,0,1,0
2.668151,0,-35.19258,1,0,1,0
2.67235,0,-35.19258,1,0,1,0
2.676204,0,-35.19258,1,0,1,0
2.680502,0,-35.72232,1,0,1,0
2.685831,0,-35.72232,1,0,1,0
