Time, Position (X), Position (Y), Position (Z), Orientation (X), Orientation (Y), Orientation (Z)
14.06049,-0.05963304,0.4348196,1.524731,0.204343,0.8187427,0.3759089
14.07488,-0.06032059,0.4329736,1.521298,0.2167803,0.815829,0.3714165
14.08752,-0.0609722,0.4311845,1.517339,0.2293846,0.8148458,0.3640544
14.10201,-0.06169299,0.4291709,1.513091,0.2421448,0.8154759,0.3544151
14.11596,-0.06240139,0.427028,1.508521,0.2548541,0.816412,0.3430942
14.12939,-0.06291249,0.4249108,1.504232,0.2674916,0.8164879,0.3324492
14.14454,-0.06351053,0.4226893,1.500088,0.2787753,0.8170783,0.3224586
14.1578,-0.0641757,0.4208025,1.496587,0.2891988,0.8169,0.3141263
14.17101,-0.0652002,0.4192206,1.493956,0.2970795,0.8151396,0.3102621
14.18546,-0.06630987,0.4175507,1.49111,0.3045786,0.8124717,0.3075033
14.19958,-0.06730544,0.4158126,1.487759,0.31449,0.8089912,0.3027471
14.21357,-0.06801084,0.4138842,1.484193,0.3252364,0.8059939,0.2958838
14.22739,-0.0685802,0.4116856,1.480572,0.3325624,0.8066137,0.2883065
14.24128,-0.06943591,0.4093187,1.476739,0.3372434,0.8107151,0.2785584
14.25523,-0.07003625,0.4070761,1.473089,0.3427548,0.8140618,0.2685861
14.26855,-0.07082544,0.4047433,1.469631,0.3488636,0.8163226,0.2593693
14.28372,-0.07147124,0.4026592,1.466555,0.3561011,0.8159845,0.2524542
14.29724,-0.07230936,0.4006324,1.463913,0.3634256,0.8137751,0.248575
14.31033,-0.07314582,0.3986372,1.461259,0.3716681,0.809863,0.2457482
14.32491,-0.07376346,0.3965255,1.458576,0.3816554,0.8048531,0.2429347
14.33895,-0.07441485,0.3940406,1.455782,0.3915262,0.8008139,0.2396412
14.35304,-0.07525992,0.3916433,1.45289,0.3994249,0.7990792,0.2343054
14.367,-0.07614644,0.3889972,1.449998,0.4052739,0.7990794,0.2281282
14.38079,-0.07725634,0.3861859,1.44715,0.4107429,0.7996036,0.2218261
14.39462,-0.07867303,0.3831062,1.444167,0.4167871,0.7996015,0.2139901
14.40802,-0.07985894,0.3801216,1.441211,0.4240797,0.7982349,0.2063842
14.42431,-0.08128516,0.3765977,1.438181,0.4324994,0.7962309,0.1990973
14.43674,-0.08292889,0.3729126,1.434905,0.441166,0.7940854,0.1899865
14.4498,-0.08461347,0.3689168,1.431587,0.4477565,0.7935306,0.1798786
14.46455,-0.08650071,0.3646276,1.428427,0.4534324,0.7940658,0.1690943
14.47824,-0.08829268,0.3604582,1.425264,0.4590168,0.794417,0.1573483
14.49222,-0.09003922,0.3561253,1.422269,0.4643402,0.7943759,0.1466656
14.50601,-0.09163156,0.3518274,1.419382,0.4680736,0.7951398,0.1372223
14.52001,-0.09324279,0.3475596,1.416704,0.4698521,0.7976297,0.1286756
14.53414,-0.09486912,0.3431827,1.414067,0.4717149,0.799815,0.1207721
14.54713,-0.09647752,0.3385581,1.411295,0.4753492,0.8007123,0.1123476
14.5625,-0.09809048,0.3336627,1.408432,0.4807014,0.8000463,0.1033872
14.57597,-0.09966346,0.3286597,1.405586,0.4876883,0.7981161,0.09378453
14.58913,-0.1011481,0.3237458,1.40297,0.4936723,0.7967405,0.08394817
14.60362,-0.1027195,0.318792,1.400275,0.4976589,0.7975777,0.07179611
14.61764,-0.1037747,0.3135965,1.398086,0.5007549,0.7979311,0.06437678
14.63175,-0.1051947,0.3088534,1.395732,0.5024755,0.7996216,0.05547603
14.64518,-0.10637,0.3037789,1.393364,0.5046095,0.8010387,0.04612786
14.65936,-0.1071406,0.2987435,1.39135,0.5095919,0.7997159,0.04016767
14.6728,-0.1080882,0.2932626,1.389136,0.5142416,0.7994246,0.032018
14.68772,-0.1091192,0.2876821,1.386974,0.518697,0.7991132,0.02204107
14.70192,-0.1100397,0.2818682,1.384921,0.522963,0.7991704,0.01092839
14.7151,-0.1109495,0.2760956,1.382979,0.5269383,0.799275,0.0006667823
14.72837,-0.1118368,0.270202,1.381139,0.5311917,0.7990101,-0.01000699
