0	0.820305	0.3316	0	0.59	0.0]
0	0.820305	0.331612558	0	0.59	0.0]
0.007431586	0.866353762	0.343722202	-0.013760569	0.641078102	-0.03981177515515587]
0.014863172	0.912402524	0.355831847	-0.027521138	0.692156204	-0.07962355031031174]
0.022294758	0.958451286	0.367941491	-0.041281707	0.743234306	-0.11943532546546759]
0.029726344	1.004500047	0.380051136	-0.055042275	0.794312408	-0.15924710062062347]
0.03715793	1.050548809	0.39216078	-0.068802844	0.84539051	-0.1990588757757793]
0.044589515	1.096597571	0.404270425	-0.082563413	0.896468612	-0.23887065093093518]
0.052021101	1.142646333	0.41638007	-0.096323982	0.947546714	-0.27868242608609106]
0.059452687	1.188695095	0.428489714	-0.110084551	0.998624816	-0.31849420124124694]
0.066884273	1.234743857	0.440599359	-0.12384512	1.049702918	-0.35830597639640277]
0.074315859	1.280792619	0.452709003	-0.137605689	1.10078102	-0.3981177515515586]
0.081747445	1.32684138	0.464818648	-0.151366257	1.151859122	-0.4379295267067145]
0.089179031	1.372890142	0.476928292	-0.165126826	1.202937224	-0.47774130186187036]
0.096610617	1.418938904	0.489037937	-0.178887395	1.254015326	-0.5175530770170262]
0.104042203	1.464987666	0.501147581	-0.192647964	1.305093428	-0.5573648521721821]
0.111473789	1.511036428	0.513257226	-0.206408533	1.356171531	-0.597176627327338]
0.118905374	1.55708519	0.52536687	-0.220169102	1.407249633	-0.6369884024824939]
0.12633696	1.603133952	0.537476515	-0.233929671	1.458327735	-0.6768001776376497]
0.133768546	1.649182713	0.549586159	-0.247690239	1.509405837	-0.7166119527928055]
0.141200132	1.695231475	0.561695804	-0.261450808	1.560483939	-0.7564237279479614]
0.148631718	1.741280237	0.573805448	-0.275211377	1.611562041	-0.7962355031031172]
0.156063304	1.787328999	0.585915093	-0.288971946	1.662640143	-0.8360472782582731]
0.16349489	1.833377761	0.598024737	-0.302732515	1.713718245	-0.875859053413429]
0.170926476	1.879426523	0.610134382	-0.316493084	1.764796347	-0.9156708285685848]
0.178358062	1.925475284	0.622244026	-0.330253653	1.815874449	-0.9554826037237407]
0.185789648	1.971524046	0.634353671	-0.344014222	1.866952551	-0.9952943788788966]
0.193221233	2.017572808	0.646463315	-0.35777479	1.918030653	-1.0351061540340525]
0.200652819	2.06362157	0.65857296	-0.371535359	1.969108755	-1.0749179291892084]
0.208084405	2.109670332	0.670682604	-0.385295928	2.020186857	-1.1147297043443642]
0.215515991	2.155719094	0.682792249	-0.399056497	2.071264959	-1.1545414794995201]
0.222947577	2.201767856	0.694901894	-0.412817066	2.122343061	-1.194353254654676]
0.230379163	2.247816617	0.707011538	-0.426577635	2.173421163	-1.234165029809832]
0.237810749	2.293865379	0.719121183	-0.440338204	2.224499265	-1.2739768049649878]
0.245242335	2.339914141	0.731230827	-0.454098772	2.275577367	-1.3137885801201434]
0.252673921	2.385962903	0.743340472	-0.467859341	2.326655469	-1.3536003552752993]
0.260105507	2.432011665	0.755450116	-0.48161991	2.377733571	-1.3934121304304552]
0.267537093	2.478060427	0.767559761	-0.495380479	2.428811673	-1.433223905585611]
0.274968678	2.524109189	0.779669405	-0.509141048	2.479889775	-1.473035680740767]
0.282400264	2.57015795	0.79177905	-0.522901617	2.530967877	-1.5128474558959228]
0.28983185	2.616206712	0.803888694	-0.536662186	2.582045979	-1.5526592310510785]
0.297263436	2.662255474	0.815998339	-0.550422754	2.633124081	-1.5924710062062344]
0.304695022	2.708304236	0.828107983	-0.564183323	2.684202183	-1.6322827813613903]
0.312126608	2.754352998	0.840217628	-0.577943892	2.735280285	-1.6720945565165461]
0.319558194	2.80040176	0.852327272	-0.591704461	2.786358387	-1.711906331671702]
0.32698978	2.846450522	0.864436917	-0.60546503	2.83743649	-1.751718106826858]
0.334421366	2.892499283	0.876546561	-0.619225599	2.888514592	-1.7915298819820138]
0.341852952	2.938548045	0.888656206	-0.632986168	2.939592694	-1.8313416571371697]
0.349284537	2.984596807	0.90076585	-0.646746736	2.990670796	-1.8711534322923256]
0.356716123	3.030645569	0.912875495	-0.660507305	3.041748898	-1.9109652074474814]
0.364147709	3.076694331	0.924985139	-0.674267874	3.092827	-1.9507769826026373]
0.371579295	3.122743093	0.937094784	-0.688028443	3.143905102	-1.9905887577577932]
0.379010881	3.168791855	0.949204428	-0.701789012	3.194983204	-2.030400532912949]
0.386442467	3.214840616	0.961314073	-0.715549581	3.246061306	-2.070212308068105]
0.393874053	3.260889378	0.973423718	-0.72931015	3.297139408	-2.110024083223261]
0.401305639	3.30693814	0.985533362	-0.743070718	3.34821751	-2.1498358583784167]
0.408737225	3.352986902	0.997643007	-0.756831287	3.399295612	-2.1896476335335726]
0.416168811	3.399035664	1.009752651	-0.770591856	3.450373714	-2.2294594086887285]
0.423600396	3.445084426	1.021862296	-0.784352425	3.501451816	-2.2692711838438844]
0.431031982	3.491133188	1.03397194	-0.798112994	3.552529918	-2.3090829589990403]
0.438463568	3.537181949	1.046081585	-0.811873563	3.60360802	-2.348894734154196]
0.445895154	3.583230711	1.058191229	-0.825634132	3.654686122	-2.388706509309352]
0.45332674	3.629279473	1.070300874	-0.8393947	3.705764224	-2.428518284464508]
0.460758326	3.675328235	1.082410518	-0.853155269	3.756842326	-2.468330059619664]
0.468189912	3.721376997	1.094520163	-0.866915838	3.807920428	-2.5081418347748197]
0.475621498	3.767425759	1.106629807	-0.880676407	3.85899853	-2.5479536099299755]
0.483053084	3.813474521	1.118739452	-0.894436976	3.910076632	-2.587765385085131]
0.49048467	3.859523282	1.130849096	-0.908197545	3.961154734	-2.627577160240287]
0.497916256	3.905572044	1.142958741	-0.921958114	4.012232836	-2.6673889353954428]
0.505347841	3.951620806	1.155068385	-0.935718683	4.063310938	-2.7072007105505986]
0.512779427	3.997669568	1.16717803	-0.949479251	4.11438904	-2.7470124857057545]
